initialize network with normal
loading renderer from pre-trained checkpoint...
begin drawing...
iteration step 0, G_loss: 0.00000, step_acc: 6.91643, grid_scale: 1 / 5, strokes: 1 / 9
iteration step 130, G_loss: 0.30761, step_acc: 8.20725, grid_scale: 2 / 5, strokes: 3 / 9
iteration step 131, G_loss: 0.30749, step_acc: 8.20942, grid_scale: 2 / 5, strokes: 3 / 9
iteration step 132, G_loss: 0.30732, step_acc: 8.21115, grid_scale: 2 / 5, strokes: 3 / 9
iteration step 133, G_loss: 0.30719, step_acc: 8.21273, grid_scale: 2 / 5, strokes: 3 / 9
iteration step 134, G_loss: 0.30706, step_acc: 8.21484, grid_scale: 2 / 5, strokes: 3 / 9
iteration step 135, G_loss: 0.30689, step_acc: 8.21839, grid_scale: 2 / 5, strokes: 3 / 9
iteration step 136, G_loss: 0.30665, step_acc: 8.22089, grid_scale: 2 / 5, strokes: 3 / 9
iteration step 137, G_loss: 0.30646, step_acc: 8.22395, grid_scale: 2 / 5, strokes: 3 / 9
iteration step 138, G_loss: 0.30621, step_acc: 8.22742, grid_scale: 2 / 5, strokes: 3 / 9
iteration step 139, G_loss: 0.30594, step_acc: 8.23096, grid_scale: 2 / 5, strokes: 3 / 9
iteration step 140, G_loss: 0.30563, step_acc: 8.23366, grid_scale: 2 / 5, strokes: 3 / 9
iteration step 141, G_loss: 0.30537, step_acc: 8.23645, grid_scale: 2 / 5, strokes: 3 / 9
iteration step 142, G_loss: 0.30514, step_acc: 8.23803, grid_scale: 2 / 5, strokes: 3 / 9
iteration step 143, G_loss: 0.30496, step_acc: 8.23990, grid_scale: 2 / 5, strokes: 3 / 9
iteration step 144, G_loss: 0.30482, step_acc: 8.24129, grid_scale: 2 / 5, strokes: 3 / 9
iteration step 145, G_loss: 0.30466, step_acc: 8.24312, grid_scale: 2 / 5, strokes: 3 / 9
iteration step 146, G_loss: 0.30454, step_acc: 8.24353, grid_scale: 2 / 5, strokes: 3 / 9
iteration step 147, G_loss: 0.30447, step_acc: 8.24468, grid_scale: 2 / 5, strokes: 3 / 9
iteration step 148, G_loss: 0.30440, step_acc: 8.24477, grid_scale: 2 / 5, strokes: 3 / 9
iteration step 149, G_loss: 0.30435, step_acc: 8.24592, grid_scale: 2 / 5, strokes: 3 / 9
iteration step 150, G_loss: 0.30428, step_acc: 8.24668, grid_scale: 2 / 5, strokes: 3 / 9
iteration step 151, G_loss: 0.30422, step_acc: 8.24706, grid_scale: 2 / 5, strokes: 3 / 9
iteration step 152, G_loss: 0.30417, step_acc: 8.24778, grid_scale: 2 / 5, strokes: 3 / 9
iteration step 153, G_loss: 0.30411, step_acc: 8.24825, grid_scale: 2 / 5, strokes: 3 / 9
iteration step 154, G_loss: 0.30406, step_acc: 8.24813, grid_scale: 2 / 5, strokes: 3 / 9
iteration step 155, G_loss: 0.30403, step_acc: 8.24856, grid_scale: 2 / 5, strokes: 3 / 9
iteration step 156, G_loss: 0.30401, step_acc: 8.24863, grid_scale: 2 / 5, strokes: 3 / 9
iteration step 157, G_loss: 0.30399, step_acc: 8.24868, grid_scale: 2 / 5, strokes: 3 / 9
iteration step 158, G_loss: 0.30397, step_acc: 8.24909, grid_scale: 2 / 5, strokes: 3 / 9
iteration step 159, G_loss: 0.30395, step_acc: 8.24937, grid_scale: 2 / 5, strokes: 3 / 9
iteration step 160, G_loss: 0.30392, step_acc: 8.24992, grid_scale: 2 / 5, strokes: 3 / 9
iteration step 161, G_loss: 0.30390, step_acc: 8.25026, grid_scale: 2 / 5, strokes: 3 / 9
iteration step 162, G_loss: 0.30387, step_acc: 8.25064, grid_scale: 2 / 5, strokes: 3 / 9
iteration step 163, G_loss: 0.30385, step_acc: 8.25105, grid_scale: 2 / 5, strokes: 3 / 9
iteration step 164, G_loss: 0.30383, step_acc: 8.25220, grid_scale: 2 / 5, strokes: 3 / 9
iteration step 165, G_loss: 0.30379, step_acc: 8.25364, grid_scale: 2 / 5, strokes: 4 / 9
iteration step 166, G_loss: 0.30372, step_acc: 8.25608, grid_scale: 2 / 5, strokes: 4 / 9
iteration step 167, G_loss: 0.30363, step_acc: 8.35723, grid_scale: 2 / 5, strokes: 4 / 9
iteration step 168, G_loss: 0.29991, step_acc: 8.40502, grid_scale: 2 / 5, strokes: 4 / 9
iteration step 169, G_loss: 0.29709, step_acc: 8.41905, grid_scale: 2 / 5, strokes: 4 / 9
iteration step 170, G_loss: 0.29631, step_acc: 8.42855, grid_scale: 2 / 5, strokes: 4 / 9
iteration step 171, G_loss: 0.29579, step_acc: 8.43344, grid_scale: 2 / 5, strokes: 4 / 9
iteration step 172, G_loss: 0.29553, step_acc: 8.43822, grid_scale: 2 / 5, strokes: 4 / 9
iteration step 173, G_loss: 0.29525, step_acc: 8.44326, grid_scale: 2 / 5, strokes: 4 / 9
iteration step 174, G_loss: 0.29501, step_acc: 8.44632, grid_scale: 2 / 5, strokes: 4 / 9
iteration step 175, G_loss: 0.29484, step_acc: 8.44923, grid_scale: 2 / 5, strokes: 4 / 9
iteration step 176, G_loss: 0.29468, step_acc: 8.45199, grid_scale: 2 / 5, strokes: 4 / 9
iteration step 177, G_loss: 0.29453, step_acc: 8.45469, grid_scale: 2 / 5, strokes: 4 / 9
iteration step 178, G_loss: 0.29438, step_acc: 8.45661, grid_scale: 2 / 5, strokes: 4 / 9
iteration step 179, G_loss: 0.29425, step_acc: 8.45915, grid_scale: 2 / 5, strokes: 4 / 9
iteration step 180, G_loss: 0.29413, step_acc: 8.46105, grid_scale: 2 / 5, strokes: 4 / 9
iteration step 181, G_loss: 0.29401, step_acc: 8.46397, grid_scale: 2 / 5, strokes: 4 / 9
iteration step 182, G_loss: 0.29387, step_acc: 8.46642, grid_scale: 2 / 5, strokes: 4 / 9
iteration step 183, G_loss: 0.29373, step_acc: 8.46879, grid_scale: 2 / 5, strokes: 4 / 9
iteration step 184, G_loss: 0.29361, step_acc: 8.47119, grid_scale: 2 / 5, strokes: 4 / 9
iteration step 185, G_loss: 0.29348, step_acc: 8.47370, grid_scale: 2 / 5, strokes: 4 / 9
iteration step 186, G_loss: 0.29335, step_acc: 8.47573, grid_scale: 2 / 5, strokes: 4 / 9
iteration step 187, G_loss: 0.29322, step_acc: 8.47767, grid_scale: 2 / 5, strokes: 4 / 9
iteration step 188, G_loss: 0.29311, step_acc: 8.47939, grid_scale: 2 / 5, strokes: 4 / 9
iteration step 189, G_loss: 0.29301, step_acc: 8.48157, grid_scale: 2 / 5, strokes: 4 / 9
iteration step 190, G_loss: 0.29291, step_acc: 8.48310, grid_scale: 2 / 5, strokes: 4 / 9
iteration step 191, G_loss: 0.29281, step_acc: 8.48550, grid_scale: 2 / 5, strokes: 4 / 9
iteration step 192, G_loss: 0.29268, step_acc: 8.48756, grid_scale: 2 / 5, strokes: 4 / 9
iteration step 193, G_loss: 0.29255, step_acc: 8.48992, grid_scale: 2 / 5, strokes: 4 / 9
iteration step 194, G_loss: 0.29242, step_acc: 8.49229, grid_scale: 2 / 5, strokes: 4 / 9
iteration step 195, G_loss: 0.29226, step_acc: 8.49446, grid_scale: 2 / 5, strokes: 4 / 9
iteration step 196, G_loss: 0.29213, step_acc: 8.49683, grid_scale: 2 / 5, strokes: 4 / 9
iteration step 197, G_loss: 0.29198, step_acc: 8.49310, grid_scale: 2 / 5, strokes: 4 / 9
iteration step 198, G_loss: 0.29229, step_acc: 8.49877, grid_scale: 2 / 5, strokes: 4 / 9
iteration step 199, G_loss: 0.29196, step_acc: 8.50252, grid_scale: 2 / 5, strokes: 4 / 9
iteration step 200, G_loss: 0.29170, step_acc: 8.50464, grid_scale: 2 / 5, strokes: 4 / 9
iteration step 201, G_loss: 0.29156, step_acc: 8.50922, grid_scale: 2 / 5, strokes: 4 / 9
iteration step 202, G_loss: 0.29134, step_acc: 8.51186, grid_scale: 2 / 5, strokes: 4 / 9
iteration step 203, G_loss: 0.29119, step_acc: 8.51493, grid_scale: 2 / 5, strokes: 4 / 9
iteration step 204, G_loss: 0.29104, step_acc: 8.51678, grid_scale: 2 / 5, strokes: 4 / 9
iteration step 205, G_loss: 0.29095, step_acc: 8.51877, grid_scale: 2 / 5, strokes: 4 / 9
iteration step 206, G_loss: 0.29085, step_acc: 8.52179, grid_scale: 2 / 5, strokes: 4 / 9
iteration step 207, G_loss: 0.29071, step_acc: 8.52522, grid_scale: 2 / 5, strokes: 4 / 9
iteration step 208, G_loss: 0.29054, step_acc: 8.52861, grid_scale: 2 / 5, strokes: 4 / 9
iteration step 209, G_loss: 0.29038, step_acc: 8.53141, grid_scale: 2 / 5, strokes: 4 / 9
iteration step 210, G_loss: 0.29023, step_acc: 8.53461, grid_scale: 2 / 5, strokes: 4 / 9
iteration step 211, G_loss: 0.29005, step_acc: 8.53834, grid_scale: 2 / 5, strokes: 4 / 9
iteration step 212, G_loss: 0.28983, step_acc: 8.54164, grid_scale: 2 / 5, strokes: 4 / 9
iteration step 213, G_loss: 0.28963, step_acc: 8.54510, grid_scale: 2 / 5, strokes: 4 / 9
iteration step 214, G_loss: 0.28945, step_acc: 8.54737, grid_scale: 2 / 5, strokes: 4 / 9
iteration step 215, G_loss: 0.28931, step_acc: 8.54645, grid_scale: 2 / 5, strokes: 4 / 9
iteration step 216, G_loss: 0.28937, step_acc: 8.55232, grid_scale: 2 / 5, strokes: 4 / 9
iteration step 217, G_loss: 0.28904, step_acc: 8.55329, grid_scale: 2 / 5, strokes: 4 / 9
iteration step 218, G_loss: 0.28902, step_acc: 8.55401, grid_scale: 2 / 5, strokes: 4 / 9
iteration step 219, G_loss: 0.28905, step_acc: 8.55957, grid_scale: 2 / 5, strokes: 4 / 9
iteration step 220, G_loss: 0.28874, step_acc: 8.56230, grid_scale: 2 / 5, strokes: 5 / 9
iteration step 221, G_loss: 0.28859, step_acc: 8.56374, grid_scale: 2 / 5, strokes: 5 / 9
iteration step 222, G_loss: 0.28852, step_acc: 8.56686, grid_scale: 2 / 5, strokes: 5 / 9
iteration step 223, G_loss: 0.28834, step_acc: 8.56882, grid_scale: 2 / 5, strokes: 5 / 9
iteration step 224, G_loss: 0.28826, step_acc: 8.57218, grid_scale: 2 / 5, strokes: 5 / 9
iteration step 225, G_loss: 0.28804, step_acc: 8.57564, grid_scale: 2 / 5, strokes: 5 / 9
iteration step 226, G_loss: 0.28783, step_acc: 8.57929, grid_scale: 2 / 5, strokes: 5 / 9
iteration step 227, G_loss: 0.28759, step_acc: 8.58393, grid_scale: 2 / 5, strokes: 5 / 9
iteration step 228, G_loss: 0.28734, step_acc: 8.58784, grid_scale: 2 / 5, strokes: 5 / 9
iteration step 229, G_loss: 0.28712, step_acc: 8.59141, grid_scale: 2 / 5, strokes: 5 / 9
iteration step 230, G_loss: 0.28694, step_acc: 8.59474, grid_scale: 2 / 5, strokes: 5 / 9
iteration step 231, G_loss: 0.28677, step_acc: 8.59768, grid_scale: 2 / 5, strokes: 5 / 9
iteration step 232, G_loss: 0.28659, step_acc: 8.60165, grid_scale: 2 / 5, strokes: 5 / 9
iteration step 233, G_loss: 0.28642, step_acc: 8.60431, grid_scale: 2 / 5, strokes: 5 / 9
iteration step 234, G_loss: 0.28626, step_acc: 8.60738, grid_scale: 2 / 5, strokes: 5 / 9
iteration step 235, G_loss: 0.28609, step_acc: 8.61062, grid_scale: 2 / 5, strokes: 5 / 9
iteration step 236, G_loss: 0.28594, step_acc: 8.61302, grid_scale: 2 / 5, strokes: 5 / 9
iteration step 237, G_loss: 0.28581, step_acc: 8.61591, grid_scale: 2 / 5, strokes: 5 / 9
iteration step 238, G_loss: 0.28567, step_acc: 8.61911, grid_scale: 2 / 5, strokes: 5 / 9
iteration step 239, G_loss: 0.28545, step_acc: 8.62184, grid_scale: 2 / 5, strokes: 5 / 9
iteration step 240, G_loss: 0.28531, step_acc: 8.62436, grid_scale: 2 / 5, strokes: 5 / 9
iteration step 241, G_loss: 0.28515, step_acc: 8.62716, grid_scale: 2 / 5, strokes: 5 / 9
iteration step 242, G_loss: 0.28501, step_acc: 8.63009, grid_scale: 2 / 5, strokes: 5 / 9
iteration step 243, G_loss: 0.28483, step_acc: 8.63265, grid_scale: 2 / 5, strokes: 5 / 9
iteration step 244, G_loss: 0.28469, step_acc: 8.63555, grid_scale: 2 / 5, strokes: 5 / 9
iteration step 245, G_loss: 0.28454, step_acc: 8.63774, grid_scale: 2 / 5, strokes: 5 / 9
iteration step 246, G_loss: 0.28443, step_acc: 8.64041, grid_scale: 2 / 5, strokes: 5 / 9
iteration step 247, G_loss: 0.28434, step_acc: 8.64270, grid_scale: 2 / 5, strokes: 5 / 9
iteration step 248, G_loss: 0.28419, step_acc: 8.64590, grid_scale: 2 / 5, strokes: 5 / 9
iteration step 249, G_loss: 0.28408, step_acc: 8.64838, grid_scale: 2 / 5, strokes: 5 / 9
iteration step 250, G_loss: 0.28394, step_acc: 8.64969, grid_scale: 2 / 5, strokes: 5 / 9
iteration step 251, G_loss: 0.28384, step_acc: 8.65176, grid_scale: 2 / 5, strokes: 5 / 9
iteration step 252, G_loss: 0.28378, step_acc: 8.65260, grid_scale: 2 / 5, strokes: 5 / 9
iteration step 253, G_loss: 0.28375, step_acc: 8.65323, grid_scale: 2 / 5, strokes: 5 / 9
iteration step 254, G_loss: 0.28367, step_acc: 8.65441, grid_scale: 2 / 5, strokes: 5 / 9
iteration step 255, G_loss: 0.28363, step_acc: 8.65470, grid_scale: 2 / 5, strokes: 5 / 9
iteration step 256, G_loss: 0.28359, step_acc: 8.65594, grid_scale: 2 / 5, strokes: 5 / 9
iteration step 257, G_loss: 0.28356, step_acc: 8.65647, grid_scale: 2 / 5, strokes: 5 / 9
iteration step 258, G_loss: 0.28349, step_acc: 8.65782, grid_scale: 2 / 5, strokes: 5 / 9
iteration step 259, G_loss: 0.28346, step_acc: 8.65877, grid_scale: 2 / 5, strokes: 5 / 9
iteration step 260, G_loss: 0.28336, step_acc: 8.66079, grid_scale: 2 / 5, strokes: 5 / 9
iteration step 261, G_loss: 0.28329, step_acc: 8.66134, grid_scale: 2 / 5, strokes: 5 / 9
iteration step 262, G_loss: 0.28322, step_acc: 8.66330, grid_scale: 2 / 5, strokes: 5 / 9
iteration step 263, G_loss: 0.28316, step_acc: 8.66332, grid_scale: 2 / 5, strokes: 5 / 9
iteration step 264, G_loss: 0.28311, step_acc: 8.66560, grid_scale: 2 / 5, strokes: 5 / 9
iteration step 265, G_loss: 0.28309, step_acc: 8.66595, grid_scale: 2 / 5, strokes: 5 / 9
iteration step 266, G_loss: 0.28299, step_acc: 8.67048, grid_scale: 2 / 5, strokes: 5 / 9
iteration step 267, G_loss: 0.28265, step_acc: 8.67446, grid_scale: 2 / 5, strokes: 5 / 9
iteration step 268, G_loss: 0.28232, step_acc: 8.68079, grid_scale: 2 / 5, strokes: 5 / 9
iteration step 269, G_loss: 0.28198, step_acc: 8.68604, grid_scale: 2 / 5, strokes: 5 / 9
iteration step 270, G_loss: 0.28164, step_acc: 8.69109, grid_scale: 2 / 5, strokes: 5 / 9
iteration step 271, G_loss: 0.28137, step_acc: 8.69392, grid_scale: 2 / 5, strokes: 5 / 9
iteration step 272, G_loss: 0.28114, step_acc: 8.69625, grid_scale: 2 / 5, strokes: 5 / 9
iteration step 273, G_loss: 0.28099, step_acc: 8.69782, grid_scale: 2 / 5, strokes: 5 / 9
iteration step 274, G_loss: 0.28085, step_acc: 8.70056, grid_scale: 2 / 5, strokes: 5 / 9
iteration step 275, G_loss: 0.28070, step_acc: 8.70370, grid_scale: 2 / 5, strokes: 6 / 9
iteration step 276, G_loss: 0.28050, step_acc: 8.70846, grid_scale: 2 / 5, strokes: 6 / 9
iteration step 277, G_loss: 0.28026, step_acc: 8.71289, grid_scale: 2 / 5, strokes: 6 / 9
iteration step 278, G_loss: 0.28000, step_acc: 8.71924, grid_scale: 2 / 5, strokes: 6 / 9
iteration step 279, G_loss: 0.27970, step_acc: 8.72547, grid_scale: 2 / 5, strokes: 6 / 9
iteration step 280, G_loss: 0.27939, step_acc: 8.73202, grid_scale: 2 / 5, strokes: 6 / 9
iteration step 281, G_loss: 0.27913, step_acc: 8.73515, grid_scale: 2 / 5, strokes: 6 / 9
iteration step 282, G_loss: 0.27891, step_acc: 8.74114, grid_scale: 2 / 5, strokes: 6 / 9
iteration step 283, G_loss: 0.27864, step_acc: 8.74653, grid_scale: 2 / 5, strokes: 6 / 9
iteration step 284, G_loss: 0.27835, step_acc: 8.75086, grid_scale: 2 / 5, strokes: 6 / 9
iteration step 285, G_loss: 0.27820, step_acc: 8.75440, grid_scale: 2 / 5, strokes: 6 / 9
iteration step 286, G_loss: 0.27799, step_acc: 8.76002, grid_scale: 2 / 5, strokes: 6 / 9
iteration step 287, G_loss: 0.27773, step_acc: 8.76536, grid_scale: 2 / 5, strokes: 6 / 9
iteration step 288, G_loss: 0.27754, step_acc: 8.77038, grid_scale: 2 / 5, strokes: 6 / 9
iteration step 289, G_loss: 0.27730, step_acc: 8.77684, grid_scale: 2 / 5, strokes: 6 / 9
iteration step 290, G_loss: 0.27703, step_acc: 8.78021, grid_scale: 2 / 5, strokes: 6 / 9
iteration step 291, G_loss: 0.27679, step_acc: 8.78272, grid_scale: 2 / 5, strokes: 6 / 9
iteration step 292, G_loss: 0.27667, step_acc: 8.78525, grid_scale: 2 / 5, strokes: 6 / 9
iteration step 293, G_loss: 0.27652, step_acc: 8.78843, grid_scale: 2 / 5, strokes: 6 / 9
iteration step 294, G_loss: 0.27641, step_acc: 8.79012, grid_scale: 2 / 5, strokes: 6 / 9
iteration step 295, G_loss: 0.27628, step_acc: 8.79281, grid_scale: 2 / 5, strokes: 6 / 9
iteration step 296, G_loss: 0.27619, step_acc: 8.79368, grid_scale: 2 / 5, strokes: 6 / 9
iteration step 297, G_loss: 0.27608, step_acc: 8.79648, grid_scale: 2 / 5, strokes: 6 / 9
iteration step 298, G_loss: 0.27598, step_acc: 8.79839, grid_scale: 2 / 5, strokes: 6 / 9
iteration step 299, G_loss: 0.27582, step_acc: 8.80252, grid_scale: 2 / 5, strokes: 6 / 9
iteration step 300, G_loss: 0.27572, step_acc: 8.80307, grid_scale: 2 / 5, strokes: 6 / 9
iteration step 301, G_loss: 0.27560, step_acc: 8.80480, grid_scale: 2 / 5, strokes: 6 / 9
iteration step 302, G_loss: 0.27549, step_acc: 8.80749, grid_scale: 2 / 5, strokes: 6 / 9
iteration step 303, G_loss: 0.27537, step_acc: 8.80900, grid_scale: 2 / 5, strokes: 6 / 9
iteration step 304, G_loss: 0.27523, step_acc: 8.81244, grid_scale: 2 / 5, strokes: 6 / 9
iteration step 305, G_loss: 0.27509, step_acc: 8.81480, grid_scale: 2 / 5, strokes: 6 / 9
iteration step 306, G_loss: 0.27495, step_acc: 8.81848, grid_scale: 2 / 5, strokes: 6 / 9
iteration step 307, G_loss: 0.27480, step_acc: 8.82367, grid_scale: 2 / 5, strokes: 6 / 9
iteration step 308, G_loss: 0.27456, step_acc: 8.82809, grid_scale: 2 / 5, strokes: 6 / 9
iteration step 309, G_loss: 0.27429, step_acc: 8.83417, grid_scale: 2 / 5, strokes: 6 / 9
iteration step 310, G_loss: 0.27403, step_acc: 8.83726, grid_scale: 2 / 5, strokes: 6 / 9
iteration step 311, G_loss: 0.27383, step_acc: 8.84159, grid_scale: 2 / 5, strokes: 6 / 9
iteration step 312, G_loss: 0.27363, step_acc: 8.84644, grid_scale: 2 / 5, strokes: 6 / 9
iteration step 313, G_loss: 0.27352, step_acc: 8.98444, grid_scale: 2 / 5, strokes: 6 / 9
iteration step 314, G_loss: 0.26979, step_acc: 9.01846, grid_scale: 2 / 5, strokes: 6 / 9
iteration step 315, G_loss: 0.26866, step_acc: 9.03988, grid_scale: 2 / 5, strokes: 6 / 9
iteration step 316, G_loss: 0.26781, step_acc: 9.06648, grid_scale: 2 / 5, strokes: 6 / 9
iteration step 317, G_loss: 0.26694, step_acc: 9.08367, grid_scale: 2 / 5, strokes: 6 / 9
iteration step 318, G_loss: 0.26609, step_acc: 9.11184, grid_scale: 2 / 5, strokes: 6 / 9
iteration step 319, G_loss: 0.26519, step_acc: 9.12865, grid_scale: 2 / 5, strokes: 6 / 9
iteration step 320, G_loss: 0.26434, step_acc: 9.15463, grid_scale: 2 / 5, strokes: 6 / 9
iteration step 321, G_loss: 0.26346, step_acc: 9.18008, grid_scale: 2 / 5, strokes: 6 / 9
iteration step 322, G_loss: 0.26239, step_acc: 9.21219, grid_scale: 2 / 5, strokes: 6 / 9
iteration step 323, G_loss: 0.26118, step_acc: 9.24963, grid_scale: 2 / 5, strokes: 6 / 9
iteration step 324, G_loss: 0.25962, step_acc: 9.28759, grid_scale: 2 / 5, strokes: 6 / 9
iteration step 325, G_loss: 0.25810, step_acc: 9.31381, grid_scale: 2 / 5, strokes: 6 / 9
iteration step 326, G_loss: 0.25680, step_acc: 9.33519, grid_scale: 2 / 5, strokes: 6 / 9
iteration step 327, G_loss: 0.25593, step_acc: 9.34768, grid_scale: 2 / 5, strokes: 6 / 9
iteration step 328, G_loss: 0.25519, step_acc: 9.36191, grid_scale: 2 / 5, strokes: 6 / 9
iteration step 329, G_loss: 0.25463, step_acc: 9.36745, grid_scale: 2 / 5, strokes: 6 / 9
iteration step 330, G_loss: 0.25425, step_acc: 9.37784, grid_scale: 2 / 5, strokes: 7 / 9
iteration step 331, G_loss: 0.25391, step_acc: 9.38293, grid_scale: 2 / 5, strokes: 7 / 9
iteration step 332, G_loss: 0.25358, step_acc: 9.39199, grid_scale: 2 / 5, strokes: 7 / 9
iteration step 333, G_loss: 0.25331, step_acc: 9.39878, grid_scale: 2 / 5, strokes: 7 / 9
iteration step 334, G_loss: 0.25293, step_acc: 9.40969, grid_scale: 2 / 5, strokes: 7 / 9
iteration step 335, G_loss: 0.25267, step_acc: 9.40977, grid_scale: 2 / 5, strokes: 7 / 9
iteration step 336, G_loss: 0.25243, step_acc: 9.42165, grid_scale: 2 / 5, strokes: 7 / 9
iteration step 337, G_loss: 0.25226, step_acc: 9.41852, grid_scale: 2 / 5, strokes: 7 / 9
iteration step 338, G_loss: 0.25203, step_acc: 9.43572, grid_scale: 2 / 5, strokes: 7 / 9
iteration step 339, G_loss: 0.25185, step_acc: 9.43247, grid_scale: 2 / 5, strokes: 7 / 9
iteration step 340, G_loss: 0.25153, step_acc: 9.44669, grid_scale: 2 / 5, strokes: 7 / 9
iteration step 341, G_loss: 0.25137, step_acc: 9.44420, grid_scale: 2 / 5, strokes: 7 / 9
iteration step 342, G_loss: 0.25112, step_acc: 9.45906, grid_scale: 2 / 5, strokes: 7 / 9
iteration step 343, G_loss: 0.25097, step_acc: 9.45906, grid_scale: 2 / 5, strokes: 7 / 9
iteration step 344, G_loss: 0.25072, step_acc: 9.47119, grid_scale: 2 / 5, strokes: 7 / 9
iteration step 345, G_loss: 0.25050, step_acc: 9.47444, grid_scale: 2 / 5, strokes: 7 / 9
iteration step 346, G_loss: 0.25038, step_acc: 9.48125, grid_scale: 2 / 5, strokes: 7 / 9
iteration step 347, G_loss: 0.25030, step_acc: 9.48684, grid_scale: 2 / 5, strokes: 7 / 9
iteration step 348, G_loss: 0.25014, step_acc: 9.49123, grid_scale: 2 / 5, strokes: 7 / 9
iteration step 349, G_loss: 0.25002, step_acc: 9.49716, grid_scale: 2 / 5, strokes: 7 / 9
iteration step 350, G_loss: 0.24986, step_acc: 9.49982, grid_scale: 2 / 5, strokes: 7 / 9
iteration step 351, G_loss: 0.24974, step_acc: 9.50220, grid_scale: 2 / 5, strokes: 7 / 9
iteration step 352, G_loss: 0.24976, step_acc: 9.50598, grid_scale: 2 / 5, strokes: 7 / 9
iteration step 353, G_loss: 0.24975, step_acc: 9.51423, grid_scale: 2 / 5, strokes: 7 / 9
iteration step 354, G_loss: 0.24953, step_acc: 9.51503, grid_scale: 2 / 5, strokes: 7 / 9
iteration step 355, G_loss: 0.24934, step_acc: 9.52568, grid_scale: 2 / 5, strokes: 7 / 9
iteration step 356, G_loss: 0.24924, step_acc: 9.52514, grid_scale: 2 / 5, strokes: 7 / 9
iteration step 357, G_loss: 0.24912, step_acc: 9.53482, grid_scale: 2 / 5, strokes: 7 / 9
iteration step 358, G_loss: 0.24907, step_acc: 9.53336, grid_scale: 2 / 5, strokes: 7 / 9
iteration step 359, G_loss: 0.24892, step_acc: 9.54102, grid_scale: 2 / 5, strokes: 7 / 9
iteration step 360, G_loss: 0.24887, step_acc: 9.53915, grid_scale: 2 / 5, strokes: 7 / 9
iteration step 361, G_loss: 0.24877, step_acc: 9.54581, grid_scale: 2 / 5, strokes: 7 / 9
iteration step 362, G_loss: 0.24871, step_acc: 9.54907, grid_scale: 2 / 5, strokes: 7 / 9
iteration step 363, G_loss: 0.24860, step_acc: 9.55891, grid_scale: 2 / 5, strokes: 7 / 9
iteration step 364, G_loss: 0.24837, step_acc: 9.56467, grid_scale: 2 / 5, strokes: 7 / 9
iteration step 365, G_loss: 0.24815, step_acc: 9.57848, grid_scale: 2 / 5, strokes: 7 / 9
iteration step 366, G_loss: 0.24795, step_acc: 9.58891, grid_scale: 2 / 5, strokes: 7 / 9
iteration step 367, G_loss: 0.24779, step_acc: 9.59819, grid_scale: 2 / 5, strokes: 7 / 9
iteration step 368, G_loss: 0.24752, step_acc: 9.60502, grid_scale: 2 / 5, strokes: 7 / 9
iteration step 369, G_loss: 0.24723, step_acc: 9.61993, grid_scale: 2 / 5, strokes: 7 / 9
iteration step 370, G_loss: 0.24696, step_acc: 9.63361, grid_scale: 2 / 5, strokes: 7 / 9
iteration step 371, G_loss: 0.24648, step_acc: 9.65701, grid_scale: 2 / 5, strokes: 7 / 9
iteration step 372, G_loss: 0.24599, step_acc: 9.66728, grid_scale: 2 / 5, strokes: 7 / 9
iteration step 373, G_loss: 0.24542, step_acc: 9.69101, grid_scale: 2 / 5, strokes: 7 / 9
iteration step 374, G_loss: 0.24499, step_acc: 9.70061, grid_scale: 2 / 5, strokes: 7 / 9
iteration step 375, G_loss: 0.24443, step_acc: 9.72026, grid_scale: 2 / 5, strokes: 7 / 9
iteration step 376, G_loss: 0.24400, step_acc: 9.72953, grid_scale: 2 / 5, strokes: 7 / 9
iteration step 377, G_loss: 0.24364, step_acc: 9.75206, grid_scale: 2 / 5, strokes: 7 / 9
iteration step 378, G_loss: 0.24340, step_acc: 9.76266, grid_scale: 2 / 5, strokes: 7 / 9
iteration step 379, G_loss: 0.24285, step_acc: 9.77830, grid_scale: 2 / 5, strokes: 7 / 9
iteration step 380, G_loss: 0.24241, step_acc: 9.79477, grid_scale: 2 / 5, strokes: 7 / 9
iteration step 381, G_loss: 0.24183, step_acc: 9.82374, grid_scale: 2 / 5, strokes: 7 / 9
iteration step 382, G_loss: 0.24045, step_acc: 9.89260, grid_scale: 2 / 5, strokes: 7 / 9
iteration step 383, G_loss: 0.23799, step_acc: 9.92930, grid_scale: 2 / 5, strokes: 7 / 9
iteration step 384, G_loss: 0.23722, step_acc: 9.92760, grid_scale: 2 / 5, strokes: 7 / 9
iteration step 385, G_loss: 0.23709, step_acc: 9.94463, grid_scale: 2 / 5, strokes: 8 / 9
iteration step 386, G_loss: 0.23683, step_acc: 9.94989, grid_scale: 2 / 5, strokes: 8 / 9
iteration step 387, G_loss: 0.23653, step_acc: 9.95789, grid_scale: 2 / 5, strokes: 8 / 9
iteration step 388, G_loss: 0.23633, step_acc: 9.96167, grid_scale: 2 / 5, strokes: 8 / 9
iteration step 389, G_loss: 0.23618, step_acc: 9.96627, grid_scale: 2 / 5, strokes: 8 / 9
iteration step 390, G_loss: 0.23599, step_acc: 9.96871, grid_scale: 2 / 5, strokes: 8 / 9
iteration step 391, G_loss: 0.23590, step_acc: 9.97566, grid_scale: 2 / 5, strokes: 8 / 9
