initialize network with normal
loading renderer from pre-trained checkpoint...
begin drawing...
iteration step 0, G_loss: 0.00000, step_acc: 6.91643, grid_scale: 1 / 5, strokes: 1 / 9
iteration step 200, G_loss: 0.18842, step_acc: 11.83416, grid_scale: 3 / 5, strokes: 4 / 9
iteration step 201, G_loss: 0.18836, step_acc: 11.83681, grid_scale: 3 / 5, strokes: 4 / 9
iteration step 202, G_loss: 0.18831, step_acc: 11.83826, grid_scale: 3 / 5, strokes: 4 / 9
iteration step 203, G_loss: 0.18827, step_acc: 11.84202, grid_scale: 3 / 5, strokes: 4 / 9
iteration step 204, G_loss: 0.18820, step_acc: 11.84423, grid_scale: 3 / 5, strokes: 4 / 9
iteration step 205, G_loss: 0.18812, step_acc: 11.84926, grid_scale: 3 / 5, strokes: 4 / 9
iteration step 206, G_loss: 0.18803, step_acc: 11.85259, grid_scale: 3 / 5, strokes: 4 / 9
iteration step 207, G_loss: 0.18793, step_acc: 11.85842, grid_scale: 3 / 5, strokes: 4 / 9
iteration step 208, G_loss: 0.18781, step_acc: 11.86291, grid_scale: 3 / 5, strokes: 4 / 9
iteration step 209, G_loss: 0.18773, step_acc: 11.86502, grid_scale: 3 / 5, strokes: 4 / 9
iteration step 210, G_loss: 0.18769, step_acc: 11.86708, grid_scale: 3 / 5, strokes: 4 / 9
iteration step 211, G_loss: 0.18764, step_acc: 11.86899, grid_scale: 3 / 5, strokes: 4 / 9
iteration step 212, G_loss: 0.18761, step_acc: 11.86961, grid_scale: 3 / 5, strokes: 4 / 9
iteration step 213, G_loss: 0.18759, step_acc: 11.87117, grid_scale: 3 / 5, strokes: 4 / 9
iteration step 214, G_loss: 0.18755, step_acc: 11.87306, grid_scale: 3 / 5, strokes: 4 / 9
iteration step 215, G_loss: 0.18751, step_acc: 11.87562, grid_scale: 3 / 5, strokes: 4 / 9
iteration step 216, G_loss: 0.18746, step_acc: 11.87755, grid_scale: 3 / 5, strokes: 4 / 9
iteration step 217, G_loss: 0.18744, step_acc: 11.88160, grid_scale: 3 / 5, strokes: 4 / 9
iteration step 218, G_loss: 0.18733, step_acc: 11.88450, grid_scale: 3 / 5, strokes: 4 / 9
iteration step 219, G_loss: 0.18726, step_acc: 11.88710, grid_scale: 3 / 5, strokes: 4 / 9
iteration step 220, G_loss: 0.18721, step_acc: 11.88948, grid_scale: 3 / 5, strokes: 5 / 9
iteration step 221, G_loss: 0.18718, step_acc: 11.89106, grid_scale: 3 / 5, strokes: 5 / 9
iteration step 222, G_loss: 0.18716, step_acc: 11.89960, grid_scale: 3 / 5, strokes: 5 / 9
iteration step 223, G_loss: 0.18696, step_acc: 11.90849, grid_scale: 3 / 5, strokes: 5 / 9
iteration step 224, G_loss: 0.18664, step_acc: 11.91307, grid_scale: 3 / 5, strokes: 5 / 9
iteration step 225, G_loss: 0.18641, step_acc: 11.91304, grid_scale: 3 / 5, strokes: 5 / 9
iteration step 226, G_loss: 0.18628, step_acc: 11.91494, grid_scale: 3 / 5, strokes: 5 / 9
iteration step 227, G_loss: 0.18621, step_acc: 11.91666, grid_scale: 3 / 5, strokes: 5 / 9
iteration step 228, G_loss: 0.18611, step_acc: 11.91760, grid_scale: 3 / 5, strokes: 5 / 9
iteration step 229, G_loss: 0.18605, step_acc: 11.91734, grid_scale: 3 / 5, strokes: 5 / 9
iteration step 230, G_loss: 0.18598, step_acc: 11.91876, grid_scale: 3 / 5, strokes: 5 / 9
iteration step 231, G_loss: 0.18594, step_acc: 11.91730, grid_scale: 3 / 5, strokes: 5 / 9
iteration step 232, G_loss: 0.18590, step_acc: 11.92113, grid_scale: 3 / 5, strokes: 5 / 9
iteration step 233, G_loss: 0.18581, step_acc: 11.92120, grid_scale: 3 / 5, strokes: 5 / 9
iteration step 234, G_loss: 0.18575, step_acc: 11.92361, grid_scale: 3 / 5, strokes: 5 / 9
iteration step 235, G_loss: 0.18570, step_acc: 11.92455, grid_scale: 3 / 5, strokes: 5 / 9
iteration step 236, G_loss: 0.18559, step_acc: 11.92697, grid_scale: 3 / 5, strokes: 5 / 9
iteration step 237, G_loss: 0.18554, step_acc: 11.92897, grid_scale: 3 / 5, strokes: 5 / 9
iteration step 238, G_loss: 0.18549, step_acc: 11.93103, grid_scale: 3 / 5, strokes: 5 / 9
iteration step 239, G_loss: 0.18544, step_acc: 11.93350, grid_scale: 3 / 5, strokes: 5 / 9
iteration step 240, G_loss: 0.18537, step_acc: 11.93507, grid_scale: 3 / 5, strokes: 5 / 9
iteration step 241, G_loss: 0.18532, step_acc: 11.93726, grid_scale: 3 / 5, strokes: 5 / 9
iteration step 242, G_loss: 0.18527, step_acc: 11.94080, grid_scale: 3 / 5, strokes: 5 / 9
iteration step 243, G_loss: 0.18522, step_acc: 11.94153, grid_scale: 3 / 5, strokes: 5 / 9
iteration step 244, G_loss: 0.18515, step_acc: 11.94632, grid_scale: 3 / 5, strokes: 5 / 9
iteration step 245, G_loss: 0.18510, step_acc: 11.94571, grid_scale: 3 / 5, strokes: 5 / 9
iteration step 246, G_loss: 0.18505, step_acc: 11.94861, grid_scale: 3 / 5, strokes: 5 / 9
iteration step 247, G_loss: 0.18501, step_acc: 11.94937, grid_scale: 3 / 5, strokes: 5 / 9
iteration step 248, G_loss: 0.18497, step_acc: 11.95167, grid_scale: 3 / 5, strokes: 5 / 9
iteration step 249, G_loss: 0.18493, step_acc: 11.95103, grid_scale: 3 / 5, strokes: 5 / 9
iteration step 250, G_loss: 0.18491, step_acc: 11.95410, grid_scale: 3 / 5, strokes: 5 / 9
iteration step 251, G_loss: 0.18487, step_acc: 11.95435, grid_scale: 3 / 5, strokes: 5 / 9
iteration step 252, G_loss: 0.18482, step_acc: 11.95720, grid_scale: 3 / 5, strokes: 5 / 9
iteration step 253, G_loss: 0.18476, step_acc: 11.95660, grid_scale: 3 / 5, strokes: 5 / 9
iteration step 254, G_loss: 0.18470, step_acc: 11.95960, grid_scale: 3 / 5, strokes: 5 / 9
iteration step 255, G_loss: 0.18462, step_acc: 11.96053, grid_scale: 3 / 5, strokes: 5 / 9
iteration step 256, G_loss: 0.18457, step_acc: 11.96285, grid_scale: 3 / 5, strokes: 5 / 9
iteration step 257, G_loss: 0.18453, step_acc: 11.96389, grid_scale: 3 / 5, strokes: 5 / 9
iteration step 258, G_loss: 0.18448, step_acc: 11.96469, grid_scale: 3 / 5, strokes: 5 / 9
iteration step 259, G_loss: 0.18443, step_acc: 11.96554, grid_scale: 3 / 5, strokes: 5 / 9
iteration step 260, G_loss: 0.18439, step_acc: 11.96670, grid_scale: 3 / 5, strokes: 5 / 9
iteration step 261, G_loss: 0.18436, step_acc: 11.96753, grid_scale: 3 / 5, strokes: 5 / 9
iteration step 262, G_loss: 0.18433, step_acc: 11.96857, grid_scale: 3 / 5, strokes: 5 / 9
iteration step 263, G_loss: 0.18429, step_acc: 11.96915, grid_scale: 3 / 5, strokes: 5 / 9
iteration step 264, G_loss: 0.18424, step_acc: 11.97051, grid_scale: 3 / 5, strokes: 5 / 9
iteration step 265, G_loss: 0.18419, step_acc: 11.97041, grid_scale: 3 / 5, strokes: 5 / 9
iteration step 266, G_loss: 0.18415, step_acc: 11.97330, grid_scale: 3 / 5, strokes: 5 / 9
iteration step 267, G_loss: 0.18413, step_acc: 11.97163, grid_scale: 3 / 5, strokes: 5 / 9
iteration step 268, G_loss: 0.18412, step_acc: 11.97461, grid_scale: 3 / 5, strokes: 5 / 9
iteration step 269, G_loss: 0.18409, step_acc: 11.97268, grid_scale: 3 / 5, strokes: 5 / 9
iteration step 270, G_loss: 0.18407, step_acc: 11.97329, grid_scale: 3 / 5, strokes: 5 / 9
iteration step 271, G_loss: 0.18406, step_acc: 11.97412, grid_scale: 3 / 5, strokes: 5 / 9
iteration step 272, G_loss: 0.18403, step_acc: 11.97470, grid_scale: 3 / 5, strokes: 5 / 9
iteration step 273, G_loss: 0.18402, step_acc: 11.97397, grid_scale: 3 / 5, strokes: 5 / 9
iteration step 274, G_loss: 0.18401, step_acc: 11.97462, grid_scale: 3 / 5, strokes: 5 / 9
iteration step 275, G_loss: 0.18400, step_acc: 11.97482, grid_scale: 3 / 5, strokes: 6 / 9
iteration step 276, G_loss: 0.18399, step_acc: 11.97416, grid_scale: 3 / 5, strokes: 6 / 9
iteration step 277, G_loss: 0.18400, step_acc: 11.97377, grid_scale: 3 / 5, strokes: 6 / 9
iteration step 278, G_loss: 0.18400, step_acc: 11.97554, grid_scale: 3 / 5, strokes: 6 / 9
iteration step 279, G_loss: 0.18397, step_acc: 11.97506, grid_scale: 3 / 5, strokes: 6 / 9
iteration step 280, G_loss: 0.18396, step_acc: 11.97454, grid_scale: 3 / 5, strokes: 6 / 9
iteration step 281, G_loss: 0.18396, step_acc: 11.97659, grid_scale: 3 / 5, strokes: 6 / 9
iteration step 282, G_loss: 0.18396, step_acc: 11.97551, grid_scale: 3 / 5, strokes: 6 / 9
iteration step 283, G_loss: 0.18394, step_acc: 11.97590, grid_scale: 3 / 5, strokes: 6 / 9
iteration step 284, G_loss: 0.18392, step_acc: 11.97625, grid_scale: 3 / 5, strokes: 6 / 9
iteration step 285, G_loss: 0.18390, step_acc: 11.97731, grid_scale: 3 / 5, strokes: 6 / 9
iteration step 286, G_loss: 0.18387, step_acc: 11.98835, grid_scale: 3 / 5, strokes: 6 / 9
iteration step 287, G_loss: 0.18355, step_acc: 11.99576, grid_scale: 3 / 5, strokes: 6 / 9
iteration step 288, G_loss: 0.18341, step_acc: 12.00036, grid_scale: 3 / 5, strokes: 6 / 9
iteration step 289, G_loss: 0.18330, step_acc: 12.00181, grid_scale: 3 / 5, strokes: 6 / 9
iteration step 290, G_loss: 0.18326, step_acc: 12.00293, grid_scale: 3 / 5, strokes: 6 / 9
iteration step 291, G_loss: 0.18322, step_acc: 12.00679, grid_scale: 3 / 5, strokes: 6 / 9
iteration step 292, G_loss: 0.18316, step_acc: 12.01107, grid_scale: 3 / 5, strokes: 6 / 9
iteration step 293, G_loss: 0.18306, step_acc: 12.01754, grid_scale: 3 / 5, strokes: 6 / 9
iteration step 294, G_loss: 0.18296, step_acc: 12.02011, grid_scale: 3 / 5, strokes: 6 / 9
iteration step 295, G_loss: 0.18291, step_acc: 12.02637, grid_scale: 3 / 5, strokes: 6 / 9
iteration step 296, G_loss: 0.18272, step_acc: 12.05514, grid_scale: 3 / 5, strokes: 6 / 9
iteration step 297, G_loss: 0.18202, step_acc: 12.07180, grid_scale: 3 / 5, strokes: 6 / 9
iteration step 298, G_loss: 0.18174, step_acc: 12.07996, grid_scale: 3 / 5, strokes: 6 / 9
iteration step 299, G_loss: 0.18158, step_acc: 12.09153, grid_scale: 3 / 5, strokes: 6 / 9
iteration step 300, G_loss: 0.18138, step_acc: 12.09850, grid_scale: 3 / 5, strokes: 6 / 9
iteration step 301, G_loss: 0.18129, step_acc: 12.09970, grid_scale: 3 / 5, strokes: 6 / 9
iteration step 302, G_loss: 0.18123, step_acc: 12.10628, grid_scale: 3 / 5, strokes: 6 / 9
iteration step 303, G_loss: 0.18114, step_acc: 12.11225, grid_scale: 3 / 5, strokes: 6 / 9
iteration step 304, G_loss: 0.18103, step_acc: 12.11892, grid_scale: 3 / 5, strokes: 6 / 9
iteration step 305, G_loss: 0.18094, step_acc: 12.12273, grid_scale: 3 / 5, strokes: 6 / 9
iteration step 306, G_loss: 0.18084, step_acc: 12.12778, grid_scale: 3 / 5, strokes: 6 / 9
iteration step 307, G_loss: 0.18076, step_acc: 12.12760, grid_scale: 3 / 5, strokes: 6 / 9
iteration step 308, G_loss: 0.18069, step_acc: 12.13336, grid_scale: 3 / 5, strokes: 6 / 9
iteration step 309, G_loss: 0.18061, step_acc: 12.13540, grid_scale: 3 / 5, strokes: 6 / 9
iteration step 310, G_loss: 0.18051, step_acc: 12.14056, grid_scale: 3 / 5, strokes: 6 / 9
iteration step 311, G_loss: 0.18044, step_acc: 12.14229, grid_scale: 3 / 5, strokes: 6 / 9
iteration step 312, G_loss: 0.18038, step_acc: 12.14590, grid_scale: 3 / 5, strokes: 6 / 9
iteration step 313, G_loss: 0.18033, step_acc: 12.14689, grid_scale: 3 / 5, strokes: 6 / 9
iteration step 314, G_loss: 0.18027, step_acc: 12.15008, grid_scale: 3 / 5, strokes: 6 / 9
iteration step 315, G_loss: 0.18024, step_acc: 12.14978, grid_scale: 3 / 5, strokes: 6 / 9
iteration step 316, G_loss: 0.18020, step_acc: 12.15316, grid_scale: 3 / 5, strokes: 6 / 9
iteration step 317, G_loss: 0.18018, step_acc: 12.15259, grid_scale: 3 / 5, strokes: 6 / 9
iteration step 318, G_loss: 0.18014, step_acc: 12.15691, grid_scale: 3 / 5, strokes: 6 / 9
iteration step 319, G_loss: 0.18011, step_acc: 12.15592, grid_scale: 3 / 5, strokes: 6 / 9
iteration step 320, G_loss: 0.18006, step_acc: 12.16015, grid_scale: 3 / 5, strokes: 6 / 9
iteration step 321, G_loss: 0.18002, step_acc: 12.15937, grid_scale: 3 / 5, strokes: 6 / 9
iteration step 322, G_loss: 0.17997, step_acc: 12.16541, grid_scale: 3 / 5, strokes: 6 / 9
iteration step 323, G_loss: 0.17993, step_acc: 12.16676, grid_scale: 3 / 5, strokes: 6 / 9
iteration step 324, G_loss: 0.17983, step_acc: 12.17150, grid_scale: 3 / 5, strokes: 6 / 9
iteration step 325, G_loss: 0.17977, step_acc: 12.17155, grid_scale: 3 / 5, strokes: 6 / 9
iteration step 326, G_loss: 0.17971, step_acc: 12.17698, grid_scale: 3 / 5, strokes: 6 / 9
iteration step 327, G_loss: 0.17965, step_acc: 12.17715, grid_scale: 3 / 5, strokes: 6 / 9
iteration step 328, G_loss: 0.17959, step_acc: 12.18095, grid_scale: 3 / 5, strokes: 6 / 9
iteration step 329, G_loss: 0.17954, step_acc: 12.18123, grid_scale: 3 / 5, strokes: 6 / 9
iteration step 330, G_loss: 0.17949, step_acc: 12.18510, grid_scale: 3 / 5, strokes: 7 / 9
iteration step 331, G_loss: 0.17943, step_acc: 12.18523, grid_scale: 3 / 5, strokes: 7 / 9
iteration step 332, G_loss: 0.17938, step_acc: 12.19198, grid_scale: 3 / 5, strokes: 7 / 9
iteration step 333, G_loss: 0.17931, step_acc: 12.24145, grid_scale: 3 / 5, strokes: 7 / 9
iteration step 334, G_loss: 0.17821, step_acc: 12.24919, grid_scale: 3 / 5, strokes: 7 / 9
iteration step 335, G_loss: 0.17803, step_acc: 12.26992, grid_scale: 3 / 5, strokes: 7 / 9
iteration step 336, G_loss: 0.17752, step_acc: 12.31172, grid_scale: 3 / 5, strokes: 7 / 9
iteration step 337, G_loss: 0.17669, step_acc: 12.31779, grid_scale: 3 / 5, strokes: 7 / 9
iteration step 338, G_loss: 0.17644, step_acc: 12.32258, grid_scale: 3 / 5, strokes: 7 / 9
iteration step 339, G_loss: 0.17632, step_acc: 12.32450, grid_scale: 3 / 5, strokes: 7 / 9
iteration step 340, G_loss: 0.17620, step_acc: 12.32753, grid_scale: 3 / 5, strokes: 7 / 9
iteration step 341, G_loss: 0.17612, step_acc: 12.33058, grid_scale: 3 / 5, strokes: 7 / 9
iteration step 342, G_loss: 0.17604, step_acc: 12.33255, grid_scale: 3 / 5, strokes: 7 / 9
iteration step 343, G_loss: 0.17599, step_acc: 12.33575, grid_scale: 3 / 5, strokes: 7 / 9
iteration step 344, G_loss: 0.17590, step_acc: 12.33921, grid_scale: 3 / 5, strokes: 7 / 9
iteration step 345, G_loss: 0.17583, step_acc: 12.34109, grid_scale: 3 / 5, strokes: 7 / 9
iteration step 346, G_loss: 0.17577, step_acc: 12.34497, grid_scale: 3 / 5, strokes: 7 / 9
iteration step 347, G_loss: 0.17571, step_acc: 12.34531, grid_scale: 3 / 5, strokes: 7 / 9
iteration step 348, G_loss: 0.17565, step_acc: 12.34856, grid_scale: 3 / 5, strokes: 7 / 9
iteration step 349, G_loss: 0.17561, step_acc: 12.34985, grid_scale: 3 / 5, strokes: 7 / 9
iteration step 350, G_loss: 0.17554, step_acc: 12.35161, grid_scale: 3 / 5, strokes: 7 / 9
iteration step 351, G_loss: 0.17550, step_acc: 12.35556, grid_scale: 3 / 5, strokes: 7 / 9
iteration step 352, G_loss: 0.17543, step_acc: 12.35622, grid_scale: 3 / 5, strokes: 7 / 9
iteration step 353, G_loss: 0.17537, step_acc: 12.35873, grid_scale: 3 / 5, strokes: 7 / 9
iteration step 354, G_loss: 0.17535, step_acc: 12.35956, grid_scale: 3 / 5, strokes: 7 / 9
iteration step 355, G_loss: 0.17529, step_acc: 12.36293, grid_scale: 3 / 5, strokes: 7 / 9
iteration step 356, G_loss: 0.17526, step_acc: 12.36198, grid_scale: 3 / 5, strokes: 7 / 9
iteration step 357, G_loss: 0.17520, step_acc: 12.36751, grid_scale: 3 / 5, strokes: 7 / 9
iteration step 358, G_loss: 0.17516, step_acc: 12.36799, grid_scale: 3 / 5, strokes: 7 / 9
iteration step 359, G_loss: 0.17508, step_acc: 12.37110, grid_scale: 3 / 5, strokes: 7 / 9
iteration step 360, G_loss: 0.17502, step_acc: 12.37316, grid_scale: 3 / 5, strokes: 7 / 9
iteration step 361, G_loss: 0.17489, step_acc: 12.37669, grid_scale: 3 / 5, strokes: 7 / 9
iteration step 362, G_loss: 0.17483, step_acc: 12.38096, grid_scale: 3 / 5, strokes: 7 / 9
iteration step 363, G_loss: 0.17469, step_acc: 12.38586, grid_scale: 3 / 5, strokes: 7 / 9
iteration step 364, G_loss: 0.17460, step_acc: 12.38824, grid_scale: 3 / 5, strokes: 7 / 9
iteration step 365, G_loss: 0.17451, step_acc: 12.39267, grid_scale: 3 / 5, strokes: 7 / 9
iteration step 366, G_loss: 0.17441, step_acc: 12.39499, grid_scale: 3 / 5, strokes: 7 / 9
iteration step 367, G_loss: 0.17433, step_acc: 12.39980, grid_scale: 3 / 5, strokes: 7 / 9
iteration step 368, G_loss: 0.17425, step_acc: 12.40399, grid_scale: 3 / 5, strokes: 7 / 9
iteration step 369, G_loss: 0.17413, step_acc: 12.41057, grid_scale: 3 / 5, strokes: 7 / 9
iteration step 370, G_loss: 0.17398, step_acc: 12.41601, grid_scale: 3 / 5, strokes: 7 / 9
iteration step 371, G_loss: 0.17385, step_acc: 12.42053, grid_scale: 3 / 5, strokes: 7 / 9
iteration step 372, G_loss: 0.17371, step_acc: 12.42542, grid_scale: 3 / 5, strokes: 7 / 9
iteration step 373, G_loss: 0.17361, step_acc: 12.43063, grid_scale: 3 / 5, strokes: 7 / 9
iteration step 374, G_loss: 0.17349, step_acc: 12.43559, grid_scale: 3 / 5, strokes: 7 / 9
iteration step 375, G_loss: 0.17337, step_acc: 12.43828, grid_scale: 3 / 5, strokes: 7 / 9
iteration step 376, G_loss: 0.17325, step_acc: 12.44304, grid_scale: 3 / 5, strokes: 7 / 9
iteration step 377, G_loss: 0.17315, step_acc: 12.44547, grid_scale: 3 / 5, strokes: 7 / 9
iteration step 378, G_loss: 0.17302, step_acc: 12.45057, grid_scale: 3 / 5, strokes: 7 / 9
iteration step 379, G_loss: 0.17289, step_acc: 12.45618, grid_scale: 3 / 5, strokes: 7 / 9
iteration step 380, G_loss: 0.17274, step_acc: 12.46147, grid_scale: 3 / 5, strokes: 7 / 9
iteration step 381, G_loss: 0.17260, step_acc: 12.46777, grid_scale: 3 / 5, strokes: 7 / 9
iteration step 382, G_loss: 0.17241, step_acc: 12.47483, grid_scale: 3 / 5, strokes: 7 / 9
iteration step 383, G_loss: 0.17223, step_acc: 12.48309, grid_scale: 3 / 5, strokes: 7 / 9
iteration step 384, G_loss: 0.17202, step_acc: 12.48839, grid_scale: 3 / 5, strokes: 7 / 9
iteration step 385, G_loss: 0.17182, step_acc: 12.49382, grid_scale: 3 / 5, strokes: 8 / 9
iteration step 386, G_loss: 0.17167, step_acc: 12.49658, grid_scale: 3 / 5, strokes: 8 / 9
iteration step 387, G_loss: 0.17154, step_acc: 12.51661, grid_scale: 3 / 5, strokes: 8 / 9
iteration step 388, G_loss: 0.17108, step_acc: 12.52306, grid_scale: 3 / 5, strokes: 8 / 9
iteration step 389, G_loss: 0.17074, step_acc: 12.53360, grid_scale: 3 / 5, strokes: 8 / 9
iteration step 390, G_loss: 0.17044, step_acc: 12.53851, grid_scale: 3 / 5, strokes: 8 / 9
iteration step 391, G_loss: 0.17024, step_acc: 12.54564, grid_scale: 3 / 5, strokes: 8 / 9
iteration step 392, G_loss: 0.17008, step_acc: 12.55278, grid_scale: 3 / 5, strokes: 8 / 9
iteration step 393, G_loss: 0.16986, step_acc: 12.56179, grid_scale: 3 / 5, strokes: 8 / 9
iteration step 394, G_loss: 0.16961, step_acc: 12.56861, grid_scale: 3 / 5, strokes: 8 / 9
iteration step 395, G_loss: 0.16941, step_acc: 12.57541, grid_scale: 3 / 5, strokes: 8 / 9
iteration step 396, G_loss: 0.16923, step_acc: 12.58067, grid_scale: 3 / 5, strokes: 8 / 9
iteration step 397, G_loss: 0.16905, step_acc: 12.58710, grid_scale: 3 / 5, strokes: 8 / 9
iteration step 398, G_loss: 0.16890, step_acc: 12.59121, grid_scale: 3 / 5, strokes: 8 / 9
iteration step 399, G_loss: 0.16877, step_acc: 12.59882, grid_scale: 3 / 5, strokes: 8 / 9
iteration step 400, G_loss: 0.16861, step_acc: 12.60502, grid_scale: 3 / 5, strokes: 8 / 9
iteration step 401, G_loss: 0.16845, step_acc: 12.60871, grid_scale: 3 / 5, strokes: 8 / 9
iteration step 402, G_loss: 0.16835, step_acc: 12.61289, grid_scale: 3 / 5, strokes: 8 / 9
iteration step 403, G_loss: 0.16825, step_acc: 12.61639, grid_scale: 3 / 5, strokes: 8 / 9
iteration step 404, G_loss: 0.16815, step_acc: 12.62192, grid_scale: 3 / 5, strokes: 8 / 9
iteration step 405, G_loss: 0.16801, step_acc: 12.62552, grid_scale: 3 / 5, strokes: 8 / 9
iteration step 406, G_loss: 0.16787, step_acc: 12.63489, grid_scale: 3 / 5, strokes: 8 / 9
iteration step 407, G_loss: 0.16764, step_acc: 12.64194, grid_scale: 3 / 5, strokes: 8 / 9
iteration step 408, G_loss: 0.16744, step_acc: 12.65049, grid_scale: 3 / 5, strokes: 8 / 9
iteration step 409, G_loss: 0.16721, step_acc: 12.65362, grid_scale: 3 / 5, strokes: 8 / 9
iteration step 410, G_loss: 0.16710, step_acc: 12.65811, grid_scale: 3 / 5, strokes: 8 / 9
iteration step 411, G_loss: 0.16701, step_acc: 12.66002, grid_scale: 3 / 5, strokes: 8 / 9
iteration step 412, G_loss: 0.16693, step_acc: 12.66258, grid_scale: 3 / 5, strokes: 8 / 9
iteration step 413, G_loss: 0.16684, step_acc: 12.66699, grid_scale: 3 / 5, strokes: 8 / 9
iteration step 414, G_loss: 0.16675, step_acc: 12.67069, grid_scale: 3 / 5, strokes: 8 / 9
iteration step 415, G_loss: 0.16666, step_acc: 12.67296, grid_scale: 3 / 5, strokes: 8 / 9
iteration step 416, G_loss: 0.16656, step_acc: 12.67787, grid_scale: 3 / 5, strokes: 8 / 9
iteration step 417, G_loss: 0.16649, step_acc: 12.67878, grid_scale: 3 / 5, strokes: 8 / 9
iteration step 418, G_loss: 0.16639, step_acc: 12.68196, grid_scale: 3 / 5, strokes: 8 / 9
iteration step 419, G_loss: 0.16633, step_acc: 12.68366, grid_scale: 3 / 5, strokes: 8 / 9
iteration step 420, G_loss: 0.16628, step_acc: 12.68674, grid_scale: 3 / 5, strokes: 8 / 9
iteration step 421, G_loss: 0.16621, step_acc: 12.68745, grid_scale: 3 / 5, strokes: 8 / 9
iteration step 422, G_loss: 0.16615, step_acc: 12.69047, grid_scale: 3 / 5, strokes: 8 / 9
iteration step 423, G_loss: 0.16611, step_acc: 12.69124, grid_scale: 3 / 5, strokes: 8 / 9
iteration step 424, G_loss: 0.16605, step_acc: 12.69340, grid_scale: 3 / 5, strokes: 8 / 9
iteration step 425, G_loss: 0.16601, step_acc: 12.69283, grid_scale: 3 / 5, strokes: 8 / 9
iteration step 426, G_loss: 0.16598, step_acc: 12.69477, grid_scale: 3 / 5, strokes: 8 / 9
iteration step 427, G_loss: 0.16595, step_acc: 12.69433, grid_scale: 3 / 5, strokes: 8 / 9
iteration step 428, G_loss: 0.16591, step_acc: 12.69582, grid_scale: 3 / 5, strokes: 8 / 9
iteration step 429, G_loss: 0.16587, step_acc: 12.69579, grid_scale: 3 / 5, strokes: 8 / 9
iteration step 430, G_loss: 0.16584, step_acc: 12.69708, grid_scale: 3 / 5, strokes: 8 / 9
iteration step 431, G_loss: 0.16581, step_acc: 12.69705, grid_scale: 3 / 5, strokes: 8 / 9
iteration step 432, G_loss: 0.16578, step_acc: 12.69909, grid_scale: 3 / 5, strokes: 8 / 9
iteration step 433, G_loss: 0.16577, step_acc: 12.69791, grid_scale: 3 / 5, strokes: 8 / 9
iteration step 434, G_loss: 0.16572, step_acc: 12.69951, grid_scale: 3 / 5, strokes: 8 / 9
iteration step 435, G_loss: 0.16570, step_acc: 12.69957, grid_scale: 3 / 5, strokes: 8 / 9
iteration step 436, G_loss: 0.16568, step_acc: 12.70092, grid_scale: 3 / 5, strokes: 8 / 9
iteration step 437, G_loss: 0.16565, step_acc: 12.69950, grid_scale: 3 / 5, strokes: 8 / 9
iteration step 438, G_loss: 0.16563, step_acc: 12.70080, grid_scale: 3 / 5, strokes: 8 / 9
iteration step 439, G_loss: 0.16562, step_acc: 12.70131, grid_scale: 3 / 5, strokes: 8 / 9
iteration step 440, G_loss: 0.16562, step_acc: 12.70144, grid_scale: 3 / 5, strokes: 9 / 9
iteration step 441, G_loss: 0.16562, step_acc: 12.69906, grid_scale: 3 / 5, strokes: 9 / 9
iteration step 442, G_loss: 0.16561, step_acc: 12.70188, grid_scale: 3 / 5, strokes: 9 / 9
iteration step 443, G_loss: 0.16558, step_acc: 12.70359, grid_scale: 3 / 5, strokes: 9 / 9
iteration step 444, G_loss: 0.16554, step_acc: 12.70372, grid_scale: 3 / 5, strokes: 9 / 9
iteration step 445, G_loss: 0.16551, step_acc: 12.70363, grid_scale: 3 / 5, strokes: 9 / 9
iteration step 446, G_loss: 0.16550, step_acc: 12.70421, grid_scale: 3 / 5, strokes: 9 / 9
iteration step 447, G_loss: 0.16547, step_acc: 12.70603, grid_scale: 3 / 5, strokes: 9 / 9
iteration step 448, G_loss: 0.16543, step_acc: 12.70638, grid_scale: 3 / 5, strokes: 9 / 9
iteration step 449, G_loss: 0.16541, step_acc: 12.70702, grid_scale: 3 / 5, strokes: 9 / 9
iteration step 450, G_loss: 0.16539, step_acc: 12.70898, grid_scale: 3 / 5, strokes: 9 / 9
iteration step 451, G_loss: 0.16536, step_acc: 12.70966, grid_scale: 3 / 5, strokes: 9 / 9
iteration step 452, G_loss: 0.16533, step_acc: 12.71135, grid_scale: 3 / 5, strokes: 9 / 9
iteration step 453, G_loss: 0.16532, step_acc: 12.70951, grid_scale: 3 / 5, strokes: 9 / 9
iteration step 454, G_loss: 0.16530, step_acc: 12.71389, grid_scale: 3 / 5, strokes: 9 / 9
iteration step 455, G_loss: 0.16529, step_acc: 12.71236, grid_scale: 3 / 5, strokes: 9 / 9
iteration step 456, G_loss: 0.16527, step_acc: 12.71671, grid_scale: 3 / 5, strokes: 9 / 9
iteration step 457, G_loss: 0.16525, step_acc: 12.71617, grid_scale: 3 / 5, strokes: 9 / 9
iteration step 458, G_loss: 0.16521, step_acc: 12.71951, grid_scale: 3 / 5, strokes: 9 / 9
iteration step 459, G_loss: 0.16519, step_acc: 12.71921, grid_scale: 3 / 5, strokes: 9 / 9
iteration step 460, G_loss: 0.16515, step_acc: 12.72228, grid_scale: 3 / 5, strokes: 9 / 9
iteration step 461, G_loss: 0.16514, step_acc: 12.72095, grid_scale: 3 / 5, strokes: 9 / 9
